DATE,CURRENCY_NAME,CURRENCY_CODE,TERMS,INTERNAL_SPOT_RATE,BUY_RATE,SELL_RATE,BOSS_RATE,CUTOFF_TIME
30-Jun-42,Pound Sterling,AUD,M,1.6,2.89,3.97,1.81,15:00:00
01-Jul-42,Canadian dollar,AUD,D,1.7,2.39,2.16,1.21,15:00:00
02-Jul-42,Emirati dirham,AUD,M,2.1,1.97,1.72,2.48,15:00:00
03-Jul-42,Canadian dollar,GBP,D,2.9,2.41,2.15,1.3,15:00:00
04-Jul-42,Euro,AUD,D,2.8,1.81,3.33,1.89,15:00:00
05-Jul-42,Japanese yen,JPY,M,1.1,1.38,3.34,2.55,15:00:00
06-Jul-42,New Zealand dollar,CAD,D,2.9,2.22,2.04,2.19,15:00:00
07-Jul-42,Canadian dollar,JPY,D,1.8,2.25,3.65,1.57,15:00:00
08-Jul-42,Pound Sterling,AED,M,1.1,1.97,1.54,1.52,15:00:00
09-Jul-42,Emirati dirham,JPY,D,2.4,1.36,3.42,2.01,15:00:00
10-Jul-42,Canadian dollar,NZD,M,1.2,2.25,1.77,1.95,15:00:00
11-Jul-42,Australian dollar,EUR,M,2.9,2.47,3.72,2.27,15:00:00
12-Jul-42,Pound Sterling,CAD,M,1.7,1.79,1.05,1.51,15:00:00
13-Jul-42,New Zealand dollar,CAD,M,1.9,1.43,2.61,2.96,15:00:00
14-Jul-42,New Zealand dollar,JPY,D,1.1,1.06,1.3,1.19,15:00:00
15-Jul-42,Pound Sterling,GBP,D,1.4,1.89,3.47,1.5,15:00:00
16-Jul-42,Japanese yen,CAD,D,1.9,2.34,1.62,1.32,15:00:00
17-Jul-42,Australian dollar,EUR,D,1.6,1.63,1.58,2.18,15:00:00
18-Jul-42,Euro,JPY,D,1.3,2.81,2.39,2.72,15:00:00
19-Jul-42,Euro,JPY,M,1.4,1.3,3.16,1.96,15:00:00
20-Jul-42,Japanese yen,AUD,M,1,2.97,2.62,1.27,15:00:00
21-Jul-42,New Zealand dollar,EUR,M,2.8,2.94,3.18,1.91,15:00:00
22-Jul-42,Emirati dirham,AED,M,1.9,1.15,3.9,1.11,15:00:00
23-Jul-42,Euro,CAD,D,1.5,1.89,1.11,1.77,15:00:00
24-Jul-42,Pound Sterling,NZD,D,2.2,1.13,1.5,1.46,15:00:00
25-Jul-42,Japanese yen,AUD,M,1.1,2.74,3.95,2.83,15:00:00
26-Jul-42,Emirati dirham,AUD,M,1.8,1.37,3.6,2.11,15:00:00
27-Jul-42,Australian dollar,AED,D,1.2,2.4,3.94,2.11,15:00:00
28-Jul-42,New Zealand dollar,AUD,D,2.2,2.97,1.85,1.5,15:00:00
29-Jul-42,Euro,AUD,M,2.7,1.94,3.43,1.24,15:00:00
30-Jul-42,Canadian dollar,NZD,D,1.3,2.99,2.39,1.15,15:00:00
31-Jul-42,Emirati dirham,EUR,D,2.1,1.81,3.03,2.8,15:00:00
01-Aug-42,Australian dollar,JPY,M,1.8,2.74,2.22,2.51,15:00:00
02-Aug-42,Emirati dirham,EUR,M,1.3,2.22,3.16,2.46,15:00:00
03-Aug-42,New Zealand dollar,AED,D,2.3,2.13,1.86,1.67,15:00:00
04-Aug-42,Canadian dollar,JPY,D,1.5,1.22,2.26,1.14,15:00:00
05-Aug-42,Japanese yen,GBP,D,1.1,2.49,1.87,1.61,15:00:00
06-Aug-42,New Zealand dollar,CAD,D,1.3,1.94,3.97,2.23,15:00:00
07-Aug-42,Euro,GBP,D,2.2,2.07,2.73,2.67,15:00:00
08-Aug-42,Euro,CAD,D,2.9,2.96,1.61,2.67,15:00:00
09-Aug-42,Australian dollar,NZD,D,1.8,2.77,1.04,1.52,15:00:00
10-Aug-42,Emirati dirham,EUR,M,2.4,1.97,2.58,2.11,15:00:00
11-Aug-42,New Zealand dollar,JPY,M,2.7,1.49,1.48,1.19,15:00:00
12-Aug-42,Australian dollar,AED,M,1.5,1.84,2.66,2.08,15:00:00
13-Aug-42,New Zealand dollar,EUR,D,1.8,2.45,3.81,2.39,15:00:00
14-Aug-42,New Zealand dollar,JPY,M,2.3,2.12,1.53,2.47,15:00:00
15-Aug-42,Canadian dollar,CAD,D,2.4,1.39,2.13,1.7,15:00:00
16-Aug-42,Japanese yen,AUD,D,2.6,2.15,1.02,1.24,15:00:00
17-Aug-42,Emirati dirham,NZD,D,2.9,1.21,1.43,2.55,15:00:00
18-Aug-42,New Zealand dollar,EUR,M,2.3,1.89,1.88,1.25,15:00:00
19-Aug-42,Emirati dirham,JPY,D,1.5,1.38,3.13,2.74,15:00:00
20-Aug-42,Canadian dollar,GBP,M,1.7,2.43,2.33,1.48,15:00:00
21-Aug-42,Emirati dirham,AUD,M,2.9,2.16,2.18,1.16,15:00:00
22-Aug-42,New Zealand dollar,JPY,D,2.3,1.81,1.21,2.15,15:00:00
23-Aug-42,Canadian dollar,AUD,M,2.7,1.05,1.17,1.74,15:00:00
24-Aug-42,Euro,EUR,D,1.8,2.97,1.71,1.72,15:00:00
25-Aug-42,Emirati dirham,AUD,M,2,2.21,3.77,1.27,15:00:00
26-Aug-42,New Zealand dollar,AED,D,1.5,2.66,2.28,2.16,15:00:00
27-Aug-42,Pound Sterling,CAD,M,1.7,2.99,1.94,2.74,15:00:00
28-Aug-42,Canadian dollar,EUR,M,2.6,1.77,2.44,1.65,15:00:00
29-Aug-42,New Zealand dollar,AED,D,2.3,1.48,2.19,1.31,15:00:00
30-Aug-42,Pound Sterling,GBP,D,1.4,1.61,1.53,1.46,15:00:00
31-Aug-42,Emirati dirham,CAD,D,2.4,2.49,3.01,1.72,15:00:00
01-Sep-42,Canadian dollar,NZD,M,1.7,2.2,1.37,2.56,15:00:00
02-Sep-42,Emirati dirham,JPY,D,2.4,2.78,3.59,2.55,15:00:00
03-Sep-42,Pound Sterling,GBP,M,1.3,1.27,1.03,1.57,15:00:00
04-Sep-42,Euro,GBP,D,2.1,1.71,2.41,2.75,15:00:00
05-Sep-42,New Zealand dollar,CAD,M,2.9,1.19,2.65,1.31,15:00:00
06-Sep-42,New Zealand dollar,NZD,M,1.5,2.96,3,1.86,15:00:00
07-Sep-42,Canadian dollar,EUR,D,1.8,2.81,1.65,1.9,15:00:00
08-Sep-42,Emirati dirham,JPY,D,2.5,2.24,3.28,1.2,15:00:00
09-Sep-42,Canadian dollar,CAD,M,3,2.3,1.25,1.66,15:00:00
10-Sep-42,New Zealand dollar,JPY,D,2.6,1.06,1.63,1.32,15:00:00
11-Sep-42,Japanese yen,AED,D,2.9,2.11,1.72,1.72,15:00:00
12-Sep-42,Euro,JPY,D,2.8,2.94,3.43,1.64,15:00:00
13-Sep-42,Euro,AUD,M,2,2.41,1.56,2.87,15:00:00
14-Sep-42,Emirati dirham,NZD,D,1.6,1.89,1.8,1.77,15:00:00
15-Sep-42,Japanese yen,NZD,M,1.7,1.06,2.5,2.9,15:00:00
16-Sep-42,Canadian dollar,NZD,M,2.7,1.41,2.29,1.82,15:00:00
17-Sep-42,Australian dollar,AUD,D,1.5,1.17,2.6,2.18,15:00:00
18-Sep-42,Australian dollar,GBP,D,2.3,1.3,1.03,1.54,15:00:00
19-Sep-42,Canadian dollar,AUD,D,2.2,1.17,3.45,2.27,15:00:00
20-Sep-42,Canadian dollar,AUD,D,1.3,2.61,2.5,1.65,15:00:00
21-Sep-42,Australian dollar,JPY,D,1.4,2.61,1.33,2.36,15:00:00
22-Sep-42,Canadian dollar,CAD,D,1.2,1.14,2.53,2.23,15:00:00
23-Sep-42,Emirati dirham,AED,D,1.5,1.66,1.35,2.19,15:00:00
24-Sep-42,Euro,NZD,D,1.1,2.08,2.81,2.77,15:00:00
25-Sep-42,New Zealand dollar,AUD,D,3,2.12,3.2,1.29,15:00:00
26-Sep-42,Emirati dirham,CAD,D,2,2.08,2.81,1.21,15:00:00
27-Sep-42,Emirati dirham,GBP,D,2.9,2.1,3.26,1.69,15:00:00
28-Sep-42,Canadian dollar,NZD,M,2.3,2.41,2.21,2.1,15:00:00
29-Sep-42,Emirati dirham,CAD,M,2.8,2.31,1.78,2.16,15:00:00
30-Sep-42,Canadian dollar,CAD,D,2.3,1.17,1.13,1.66,15:00:00
01-Oct-42,New Zealand dollar,CAD,M,2.9,1.31,3.21,2.47,15:00:00
02-Oct-42,Euro,NZD,M,2.5,2.78,1.29,2.99,15:00:00
03-Oct-42,Japanese yen,NZD,M,3,1.65,2.52,1.92,15:00:00
04-Oct-42,Australian dollar,JPY,D,2.4,2,1.83,2.38,15:00:00
05-Oct-42,New Zealand dollar,EUR,D,1.7,2.87,3.25,1.32,15:00:00
06-Oct-42,Canadian dollar,NZD,D,1.6,1.59,3.88,1.15,15:00:00
07-Oct-42,Japanese yen,JPY,D,1.6,1.56,1.58,1.7,15:00:00
08-Oct-42,Pound Sterling,AED,M,1.5,1.24,3.76,2.39,15:00:00
09-Oct-42,Euro,JPY,D,1.3,1.16,1.39,1.99,15:00:00
10-Oct-42,Canadian dollar,JPY,D,2.9,1.85,2.91,2.76,15:00:00
11-Oct-42,Japanese yen,AED,D,1,1.52,1.67,2.61,15:00:00
12-Oct-42,Emirati dirham,AED,D,2.1,2.45,3.74,2.95,15:00:00
13-Oct-42,Canadian dollar,GBP,D,3,1.04,1.32,1.62,15:00:00
14-Oct-42,Emirati dirham,CAD,M,2.1,2.2,1.88,1.31,15:00:00
15-Oct-42,Canadian dollar,CAD,D,1.5,2.56,1.38,2.26,15:00:00
16-Oct-42,Australian dollar,AUD,M,1.4,2.87,3.18,1.75,15:00:00
17-Oct-42,Euro,GBP,M,2.1,1.01,2.99,2.1,15:00:00
18-Oct-42,Pound Sterling,CAD,M,2.4,1.66,2.98,3,15:00:00
19-Oct-42,Japanese yen,NZD,D,2.9,2.06,3.41,2.67,15:00:00
20-Oct-42,Australian dollar,NZD,M,2.1,1.58,3.76,1.82,15:00:00
21-Oct-42,Pound Sterling,AED,D,2.5,2.41,3.43,1.75,15:00:00
22-Oct-42,Australian dollar,GBP,D,1.7,2.94,1.46,1.86,15:00:00
23-Oct-42,Canadian dollar,GBP,D,2.2,1.67,2.27,2.41,15:00:00
24-Oct-42,Australian dollar,JPY,M,1.7,1.49,1.49,2.03,15:00:00
25-Oct-42,Japanese yen,AED,D,2.4,1.45,3.53,1.91,15:00:00
26-Oct-42,Pound Sterling,EUR,M,1.3,2.1,1.29,2.65,15:00:00
27-Oct-42,Pound Sterling,JPY,M,1.1,1.98,3.21,2.3,15:00:00
28-Oct-42,Euro,JPY,D,1.5,1.51,3.78,2.03,15:00:00
29-Oct-42,Canadian dollar,GBP,D,1.8,1.57,1.88,1.29,15:00:00
30-Oct-42,New Zealand dollar,AED,M,1.5,1.65,3.64,1.41,15:00:00
31-Oct-42,New Zealand dollar,AED,D,2.3,2.36,3.66,2.81,15:00:00
01-Nov-42,Pound Sterling,AED,D,1.2,1.8,1.76,2.29,15:00:00
02-Nov-42,New Zealand dollar,CAD,D,3,1.71,1.76,1.5,15:00:00
03-Nov-42,Pound Sterling,GBP,D,2.9,1.06,2.45,1.33,15:00:00
04-Nov-42,Pound Sterling,JPY,M,1.2,1.66,3.35,2.36,15:00:00
05-Nov-42,New Zealand dollar,AUD,D,1.2,2.51,3.23,2.27,15:00:00
06-Nov-42,Euro,JPY,D,1,1.09,2.24,1.88,15:00:00
07-Nov-42,Australian dollar,AED,M,2,2.76,1.63,2.49,15:00:00
08-Nov-42,Pound Sterling,AUD,D,2.7,2.53,3.44,1.95,15:00:00
09-Nov-42,Japanese yen,EUR,D,2.1,2.6,2.01,1.98,15:00:00
10-Nov-42,Canadian dollar,GBP,D,1,1.64,1.25,1.12,15:00:00
11-Nov-42,Euro,AED,M,1.6,2.11,1.11,1.77,15:00:00
12-Nov-42,Emirati dirham,EUR,M,2.3,1.87,3.36,2.17,15:00:00
13-Nov-42,Euro,AUD,D,1.8,1.63,2.85,1.88,15:00:00
14-Nov-42,Pound Sterling,GBP,D,1.4,2.79,1.91,1.23,15:00:00
15-Nov-42,Euro,NZD,M,1.3,2.92,2.41,1.38,15:00:00
16-Nov-42,Australian dollar,JPY,M,1.4,2.35,3.39,1.47,15:00:00
17-Nov-42,Japanese yen,EUR,D,2.6,1.11,1.98,2.48,15:00:00
18-Nov-42,Emirati dirham,CAD,M,1.4,3,2.17,2.67,15:00:00
19-Nov-42,Canadian dollar,AED,M,1.2,2.94,3.73,1.94,15:00:00
20-Nov-42,New Zealand dollar,EUR,D,1.6,2.4,3.37,2.12,15:00:00
21-Nov-42,Euro,NZD,D,2.5,2.72,2.82,1.66,15:00:00
22-Nov-42,Australian dollar,JPY,M,2.4,1.42,2.53,1.37,15:00:00
23-Nov-42,Japanese yen,GBP,M,1.9,2.59,1.87,1.9,15:00:00
24-Nov-42,Pound Sterling,NZD,M,2.9,1.93,2.28,1.83,15:00:00
25-Nov-42,New Zealand dollar,AUD,D,2,2.17,2.01,2.34,15:00:00
26-Nov-42,Japanese yen,EUR,D,2.4,1.16,1.95,2.67,15:00:00
27-Nov-42,New Zealand dollar,NZD,M,2.6,2.49,1.44,2.49,15:00:00
28-Nov-42,Emirati dirham,CAD,M,1.1,2.63,3.29,2.76,15:00:00
29-Nov-42,Euro,NZD,M,1.4,2.15,3.9,2.5,15:00:00
30-Nov-42,Canadian dollar,CAD,M,2.7,1.2,3.11,2.45,15:00:00
01-Dec-42,Japanese yen,EUR,D,1.5,1.3,3,1.15,15:00:00
02-Dec-42,Emirati dirham,GBP,M,1.9,1.46,2.13,1.13,15:00:00
03-Dec-42,Japanese yen,NZD,M,2.3,2.99,3.4,2.77,15:00:00
04-Dec-42,Emirati dirham,EUR,M,2.1,1.61,1.87,1.19,15:00:00
05-Dec-42,Euro,GBP,D,1.3,1.34,3.83,2.79,15:00:00
06-Dec-42,Emirati dirham,GBP,D,1.6,1.36,2.41,1.55,15:00:00
07-Dec-42,Australian dollar,CAD,D,2.5,1.71,3.87,2.68,15:00:00
08-Dec-42,Japanese yen,GBP,M,1.5,2.4,2.48,1.03,15:00:00
09-Dec-42,Australian dollar,JPY,D,1.7,2.45,1.07,1.27,15:00:00
10-Dec-42,Canadian dollar,EUR,D,2.2,2.05,1.8,1.95,15:00:00
11-Dec-42,Australian dollar,AUD,D,1.7,1.75,2.66,2.93,15:00:00
12-Dec-42,Euro,AED,D,2.9,1.74,3.44,1.57,15:00:00
13-Dec-42,New Zealand dollar,JPY,M,2.3,2.53,3.73,2.99,15:00:00
14-Dec-42,Euro,AED,D,1.6,1.89,1.26,1.84,15:00:00
15-Dec-42,Canadian dollar,EUR,D,1.1,2.38,2.58,2.6,15:00:00
16-Dec-42,Pound Sterling,CAD,D,2.9,2.76,2.84,1.19,15:00:00
17-Dec-42,New Zealand dollar,CAD,D,1.9,1.82,3.83,2.62,15:00:00
18-Dec-42,Euro,NZD,M,2.1,2.71,3.82,1.1,15:00:00
19-Dec-42,Japanese yen,NZD,D,2.8,2.55,2.2,2.27,15:00:00
20-Dec-42,Pound Sterling,AED,D,2.1,1.04,1.07,2.69,15:00:00
21-Dec-42,Canadian dollar,AED,M,2.4,1.47,1.79,1.78,15:00:00
22-Dec-42,Canadian dollar,AED,D,1.2,1.44,3.42,2.46,15:00:00
23-Dec-42,Australian dollar,AUD,M,2.3,1.13,1.22,1.23,15:00:00
24-Dec-42,Emirati dirham,GBP,D,1.4,1.19,2.4,2.44,15:00:00
25-Dec-42,Emirati dirham,JPY,D,2.6,1.12,1.19,1.23,15:00:00
26-Dec-42,Pound Sterling,EUR,M,2.5,1.13,3.55,2.22,15:00:00
27-Dec-42,Australian dollar,NZD,M,1.1,1.18,1.02,2.63,15:00:00
28-Dec-42,Euro,NZD,D,1.3,2,1.97,1.75,15:00:00
29-Dec-42,Australian dollar,GBP,D,1.6,2.66,2.84,2.05,15:00:00
30-Dec-42,Australian dollar,AED,D,2.7,1.7,1.1,1.28,15:00:00
31-Dec-42,Japanese yen,GBP,D,2.8,1.65,3.9,1.66,15:00:00
01-Jan-43,Australian dollar,AED,D,2.4,1.66,2.29,1.48,15:00:00
02-Jan-43,Canadian dollar,AED,D,1.4,2.81,3.6,2.79,15:00:00
03-Jan-43,Canadian dollar,AUD,M,1.4,1.44,3.62,1.41,15:00:00
04-Jan-43,Canadian dollar,CAD,D,2.5,1.9,3.31,2.58,15:00:00
05-Jan-43,Pound Sterling,AED,D,1.2,2.54,1.19,2.84,15:00:00
06-Jan-43,Pound Sterling,EUR,M,1.9,2.43,1.93,1.82,15:00:00
07-Jan-43,Emirati dirham,CAD,M,2.1,2.43,3.68,1.6,15:00:00
08-Jan-43,New Zealand dollar,AUD,M,2,2.25,1.4,1.57,15:00:00
09-Jan-43,Emirati dirham,NZD,M,2.7,1.14,1.08,1.36,15:00:00
10-Jan-43,Emirati dirham,CAD,D,2.2,2.21,2.27,2.49,15:00:00
11-Jan-43,Euro,GBP,D,2.9,2.96,1.12,2.83,15:00:00
12-Jan-43,Pound Sterling,GBP,D,1.8,2.19,3.58,2.05,15:00:00
13-Jan-43,Australian dollar,NZD,D,2.8,1.68,3.78,2.5,15:00:00
14-Jan-43,New Zealand dollar,AED,M,1,1.24,1.37,2.21,15:00:00
15-Jan-43,Emirati dirham,AED,M,1.5,2.8,2.57,2.43,15:00:00
16-Jan-43,New Zealand dollar,EUR,M,1.6,1.01,3.15,2.39,15:00:00
17-Jan-43,Emirati dirham,JPY,M,1.3,1.73,1.28,2.46,15:00:00
18-Jan-43,New Zealand dollar,AED,M,1.4,2.18,2.33,1.05,15:00:00
19-Jan-43,Pound Sterling,EUR,M,2,2.61,2.69,1.51,15:00:00
20-Jan-43,Emirati dirham,AUD,D,2.3,2.98,2.47,1.47,15:00:00
21-Jan-43,Japanese yen,GBP,M,1.2,1.05,2.97,2.5,15:00:00
22-Jan-43,Japanese yen,AUD,M,1.1,1.64,2.69,2.47,15:00:00
23-Jan-43,New Zealand dollar,JPY,M,2.4,2.48,1.67,2.77,15:00:00
24-Jan-43,Australian dollar,GBP,M,1.8,1.23,3.08,1.16,15:00:00
25-Jan-43,Pound Sterling,CAD,D,1.6,1.05,2.69,2.54,15:00:00
26-Jan-43,Euro,JPY,D,2.7,2.43,2.53,2.29,15:00:00
27-Jan-43,Australian dollar,JPY,M,1,2.32,2.14,1.95,15:00:00
28-Jan-43,Japanese yen,AED,D,1.5,2.05,2.94,1.56,15:00:00
29-Jan-43,Australian dollar,EUR,D,2.6,2.53,1.71,2.48,15:00:00
30-Jan-43,Japanese yen,JPY,D,2.7,2.8,2.11,2.48,15:00:00
31-Jan-43,Canadian dollar,JPY,M,2.7,1.3,1.5,1.97,15:00:00
01-Feb-43,Pound Sterling,JPY,M,2.3,2.74,3.98,1.26,15:00:00
02-Feb-43,Euro,JPY,D,2.6,1.35,1.62,1.17,15:00:00
03-Feb-43,Pound Sterling,AUD,M,1.1,2.88,3.07,2.05,15:00:00
04-Feb-43,Australian dollar,AUD,D,1,1.27,3.87,1.55,15:00:00
05-Feb-43,Japanese yen,AED,M,1.5,2.69,3.87,2.01,15:00:00
06-Feb-43,Pound Sterling,JPY,M,1.4,2.33,2.36,1.47,15:00:00
07-Feb-43,New Zealand dollar,JPY,D,2.9,1.16,2.52,1.44,15:00:00
08-Feb-43,Australian dollar,AUD,D,2,1.89,1.1,2.66,15:00:00
09-Feb-43,Euro,NZD,D,2,1.64,2.86,2.94,15:00:00
10-Feb-43,New Zealand dollar,NZD,M,2.6,1.01,2.42,3,15:00:00
11-Feb-43,New Zealand dollar,JPY,M,2.9,1.05,3.27,1.79,15:00:00
12-Feb-43,Japanese yen,CAD,D,1.6,1.93,3.56,2.32,15:00:00
13-Feb-43,Japanese yen,CAD,M,1.5,1.37,3.63,1.28,15:00:00
14-Feb-43,Pound Sterling,EUR,M,1.4,1.85,3.54,2.87,15:00:00
15-Feb-43,Emirati dirham,AUD,D,2.5,2.82,1.94,1.07,15:00:00
16-Feb-43,New Zealand dollar,EUR,M,2.1,2.53,1.85,2.53,15:00:00
17-Feb-43,Emirati dirham,AED,M,2.6,1.36,3,2.32,15:00:00
18-Feb-43,Japanese yen,EUR,M,2.6,2.58,3.33,1.44,15:00:00
19-Feb-43,Canadian dollar,JPY,D,3,2.08,3.11,2.14,15:00:00
20-Feb-43,Pound Sterling,CAD,M,2.4,1.82,1.47,1.16,15:00:00
21-Feb-43,Australian dollar,CAD,D,1.5,2.6,1.48,2.33,15:00:00
22-Feb-43,Pound Sterling,CAD,D,1.2,2.71,3.82,1.91,15:00:00
23-Feb-43,New Zealand dollar,NZD,D,1.6,1.65,3.68,1.18,15:00:00
24-Feb-43,New Zealand dollar,AED,D,2.4,1.47,1.85,1.06,15:00:00
25-Feb-43,Euro,AED,M,1.3,1.61,1.79,2.13,15:00:00
26-Feb-43,Japanese yen,NZD,D,2.2,2.13,1.75,2.02,15:00:00
27-Feb-43,Japanese yen,GBP,D,2.2,1.12,2.98,1.41,15:00:00
28-Feb-43,Euro,JPY,D,1.3,1.38,2.66,1.65,15:00:00
01-Mar-43,Euro,GBP,D,1.4,2.02,2.45,1.29,15:00:00
02-Mar-43,New Zealand dollar,GBP,D,1.4,1.99,2.36,1.09,15:00:00
03-Mar-43,Emirati dirham,AED,M,1.4,2.02,3.87,1.25,15:00:00
04-Mar-43,Pound Sterling,JPY,M,1.8,2.81,3.01,1.08,15:00:00
05-Mar-43,Pound Sterling,AED,M,1.1,1.08,2.57,1.03,15:00:00
06-Mar-43,Pound Sterling,AED,D,2.3,2.07,2.51,1.28,15:00:00
07-Mar-43,New Zealand dollar,GBP,D,2.2,1.19,2.28,1.91,15:00:00
08-Mar-43,Canadian dollar,EUR,M,2.6,1.71,3.08,2.72,15:00:00
09-Mar-43,Australian dollar,NZD,M,2.1,2.02,1.53,1.72,15:00:00
10-Mar-43,Japanese yen,AED,D,2.3,2.01,3.3,2.97,15:00:00
11-Mar-43,Euro,AUD,M,2.5,1.67,1.81,1.03,15:00:00
12-Mar-43,Euro,EUR,D,1.3,2.21,3.25,1.53,15:00:00
13-Mar-43,Japanese yen,JPY,M,1.6,1.04,3.74,2.52,15:00:00
14-Mar-43,Canadian dollar,EUR,D,1.6,1.15,3.99,1.76,15:00:00
15-Mar-43,Canadian dollar,AUD,M,2.2,2.15,3.87,1.92,15:00:00
16-Mar-43,Pound Sterling,JPY,D,3,2.02,2.37,1.38,15:00:00
17-Mar-43,Australian dollar,EUR,D,1.8,1.17,1.05,1.33,15:00:00
18-Mar-43,Euro,CAD,M,2.8,1.04,1.42,2.55,15:00:00
19-Mar-43,Emirati dirham,GBP,M,1.7,2.11,1.89,2.13,15:00:00
20-Mar-43,Australian dollar,CAD,D,1.5,2.21,2.17,1.7,15:00:00
21-Mar-43,Canadian dollar,CAD,D,2.8,1.12,1.05,1.98,15:00:00
22-Mar-43,Emirati dirham,EUR,D,2,1.1,2.44,1.12,15:00:00
23-Mar-43,Australian dollar,JPY,M,2.1,2.37,2.84,2.23,15:00:00
24-Mar-43,Australian dollar,AUD,M,2.3,2.75,2.59,1.14,15:00:00
25-Mar-43,Australian dollar,GBP,D,2.7,1.93,2.55,1.98,15:00:00
26-Mar-43,Euro,NZD,M,1.4,1.55,3.67,1.25,15:00:00
27-Mar-43,Canadian dollar,AED,D,2.8,2.69,1.08,1.66,15:00:00
28-Mar-43,Euro,EUR,D,2.4,2.02,2.3,2.75,15:00:00
29-Mar-43,Pound Sterling,JPY,M,2.1,1.64,3.31,2.26,15:00:00
30-Mar-43,Australian dollar,JPY,D,2.1,2.21,1.92,1.29,15:00:00
31-Mar-43,Euro,CAD,D,1.8,1.55,3.64,1.44,15:00:00
01-Apr-43,Euro,JPY,M,1.2,1.94,3.61,1.41,15:00:00
02-Apr-43,Pound Sterling,GBP,D,2.1,2.57,3.06,1.96,15:00:00
03-Apr-43,New Zealand dollar,GBP,M,1.8,2.96,2.41,2.41,15:00:00
04-Apr-43,Emirati dirham,CAD,M,1.9,2.02,2.84,2.77,15:00:00
05-Apr-43,Pound Sterling,CAD,M,2.6,1.4,1.1,2.79,15:00:00
06-Apr-43,Canadian dollar,CAD,D,2,1.69,2.28,2.2,15:00:00
07-Apr-43,Australian dollar,GBP,M,1.1,2.14,2.75,2.38,15:00:00
08-Apr-43,New Zealand dollar,CAD,D,1.3,1.81,1.06,2.38,15:00:00
09-Apr-43,Emirati dirham,NZD,M,1.7,2.23,3.71,2.54,15:00:00
10-Apr-43,Canadian dollar,NZD,M,2.8,2.88,3.94,1.4,15:00:00
11-Apr-43,New Zealand dollar,NZD,M,2.7,1.21,2.73,1.96,15:00:00
12-Apr-43,New Zealand dollar,AUD,D,1,1.45,1.91,2.52,15:00:00
13-Apr-43,Japanese yen,CAD,M,2.8,1.66,2.48,1.93,15:00:00
14-Apr-43,Pound Sterling,AUD,D,1,1.04,3.06,2.24,15:00:00
15-Apr-43,Euro,JPY,M,2.2,1.59,2.6,1.33,15:00:00
16-Apr-43,Euro,CAD,D,1.5,2.24,2.43,2.83,15:00:00
17-Apr-43,Pound Sterling,NZD,M,1.8,2.54,2.38,1.37,15:00:00
18-Apr-43,Pound Sterling,EUR,M,2.6,2.47,1.28,2.31,15:00:00
19-Apr-43,Canadian dollar,NZD,M,1.6,1.48,2.62,1.07,15:00:00
20-Apr-43,Canadian dollar,AED,M,2.5,2.78,3.06,2.54,15:00:00
21-Apr-43,Canadian dollar,GBP,M,1.2,1.21,3.66,2.1,15:00:00
22-Apr-43,Canadian dollar,CAD,D,2.9,1.73,1.98,2.08,15:00:00
23-Apr-43,New Zealand dollar,AED,M,2.3,2.11,2.53,2.81,15:00:00
24-Apr-43,New Zealand dollar,AED,D,1.3,1.79,3.6,1.04,15:00:00
25-Apr-43,Emirati dirham,CAD,M,1.4,1.56,2.1,1.52,15:00:00
26-Apr-43,Emirati dirham,AUD,D,1.1,2.67,3.38,2.78,15:00:00
27-Apr-43,New Zealand dollar,GBP,M,1.6,1.99,2.28,2.92,15:00:00
28-Apr-43,Emirati dirham,NZD,D,2.9,2.43,3.29,1.1,15:00:00
29-Apr-43,Pound Sterling,AED,D,1.8,1.94,3.27,2.44,15:00:00
30-Apr-43,Canadian dollar,JPY,D,2,1.86,3.35,1.66,15:00:00
01-May-43,Euro,GBP,D,1.5,1.08,1.66,1.15,15:00:00
02-May-43,Canadian dollar,NZD,M,1.6,2.36,3.31,1.99,15:00:00
03-May-43,Euro,AUD,M,2.6,1.77,2.79,2.11,15:00:00
04-May-43,Japanese yen,JPY,M,2.8,2.7,2,1.94,15:00:00
05-May-43,Japanese yen,EUR,D,1.9,1.25,2.47,2,15:00:00
06-May-43,Canadian dollar,AED,D,1.3,2.78,4,2.38,15:00:00
07-May-43,Euro,AED,M,2.5,2.31,3.96,2.75,15:00:00
08-May-43,Euro,GBP,M,1.8,1.63,2.33,1.2,15:00:00
09-May-43,Emirati dirham,GBP,M,1.5,1.93,3.88,1.44,15:00:00
10-May-43,Canadian dollar,JPY,M,1.4,1.17,2.76,1.35,15:00:00
11-May-43,Japanese yen,AED,D,2.6,1.48,1.25,1.4,15:00:00
12-May-43,Pound Sterling,EUR,D,1.5,2.5,2.83,1.32,15:00:00
13-May-43,Pound Sterling,EUR,D,2.4,2.23,3.71,1.77,15:00:00
14-May-43,Pound Sterling,NZD,M,2.5,1.47,2.89,1.95,15:00:00
15-May-43,Japanese yen,AED,D,1,2.81,2.01,1.43,15:00:00
16-May-43,Canadian dollar,JPY,D,2.1,1.83,3.95,1.56,15:00:00
17-May-43,Euro,GBP,D,1.3,2.84,1.55,1.01,15:00:00
18-May-43,Canadian dollar,JPY,M,2.8,2.72,1.34,1.35,15:00:00
19-May-43,Japanese yen,AED,D,1.3,2.98,3.26,1.35,15:00:00
20-May-43,Euro,AED,D,1,1.66,3.38,1.14,15:00:00
